,course_href,course_name,partner_title,instructor,stars,num_reviews,description,outcome,highlight,length,subject,level
16,/learn/open-source-tools-for-data-science,Tools for Data Science,IBM,Aije Egwaikhide +2 more instructors,4.5,3222,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you'll learn about Jupyter Notebooks, JupyterLab, RStudio IDE, Git, GitHub, and Watson Studio. You will learn about what each tool is used for, what programming languages they can execute, their features and limitations. With the tools hosted in the cloud on Skills Network Labs, you will be able to test each tool and follow instructions to run simple code in Python, R or Scala. To end the course, you will create a final project with a Jupyter Notebook on IBM Watson Studio and demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers.","['17%got a pay increase or promotion', '27%started a new career after completing these courses', '30%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 22 hours to complete,data-science,Beginner
17,/learn/open-source-tools-for-data-science,Tools for Data Science,IBM,Aije Egwaikhide +2 more instructors,4.5,3222,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you'll learn about Jupyter Notebooks, JupyterLab, RStudio IDE, Git, GitHub, and Watson Studio. You will learn about what each tool is used for, what programming languages they can execute, their features and limitations. With the tools hosted in the cloud on Skills Network Labs, you will be able to test each tool and follow instructions to run simple code in Python, R or Scala. To end the course, you will create a final project with a Jupyter Notebook on IBM Watson Studio and demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers.","['17%got a pay increase or promotion', '27%started a new career after completing these courses', '30%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 22 hours to complete,computer-science,Beginner
18,/learn/open-source-tools-for-data-science,Tools for Data Science,IBM,Aije Egwaikhide +2 more instructors,4.5,3222,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you'll learn about Jupyter Notebooks, JupyterLab, RStudio IDE, Git, GitHub, and Watson Studio. You will learn about what each tool is used for, what programming languages they can execute, their features and limitations. With the tools hosted in the cloud on Skills Network Labs, you will be able to test each tool and follow instructions to run simple code in Python, R or Scala. To end the course, you will create a final project with a Jupyter Notebook on IBM Watson Studio and demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers.","['17%got a pay increase or promotion', '27%started a new career after completing these courses', '30%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 22 hours to complete,data-science,Beginner
19,/learn/open-source-tools-for-data-science,Tools for Data Science,IBM,Aije Egwaikhide +2 more instructors,4.5,3222,"What are some of the most popular data science tools, how do you use them, and what are their features? In this course, you'll learn about Jupyter Notebooks, JupyterLab, RStudio IDE, Git, GitHub, and Watson Studio. You will learn about what each tool is used for, what programming languages they can execute, their features and limitations. With the tools hosted in the cloud on Skills Network Labs, you will be able to test each tool and follow instructions to run simple code in Python, R or Scala. To end the course, you will create a final project with a Jupyter Notebook on IBM Watson Studio and demonstrate your proficiency preparing a notebook, writing Markdown, and sharing your work with your peers.","['17%got a pay increase or promotion', '27%started a new career after completing these courses', '30%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 22 hours to complete,computer-science,Beginner
20,/learn/search-engine-optimization,Introduction to Search Engine Optimization,"University of California, Davis",Rebekah May ,4.6,2092,"Ever wonder how major search engines such as Google, Bing and Yahoo rank your website within their searches? Or how content such as videos or local listings are shown and ranked based on what the search engine considers most relevant to users? Welcome to the world of Search Engine Optimization (SEO). This course is the first within the SEO Specialization and it is intended to give you a taste of SEO with some fun practices to get seen in Google.You will be introduced to the foundational elements of how the most popular search engine, Google, works, how the SEO landscape is constantly changing and what you can expect in the future. You discuss core SEO strategies and tactics used to drive more organic search results to a specific website or set of websites, as well as tactics to avoid to prevent penalization from Google. We hope this taste of SEO, will entice you to continue through the Specialization!","['42%started a new career after completing these courses', '41%got a tangible career benefit from this course', '19%got a pay increase or promotion']","['Beginner Level', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 20 hours to complete,data-science,Beginner
21,/learn/search-engine-optimization,Introduction to Search Engine Optimization,"University of California, Davis",Rebekah May ,4.6,2092,"Ever wonder how major search engines such as Google, Bing and Yahoo rank your website within their searches? Or how content such as videos or local listings are shown and ranked based on what the search engine considers most relevant to users? Welcome to the world of Search Engine Optimization (SEO). This course is the first within the SEO Specialization and it is intended to give you a taste of SEO with some fun practices to get seen in Google.You will be introduced to the foundational elements of how the most popular search engine, Google, works, how the SEO landscape is constantly changing and what you can expect in the future. You discuss core SEO strategies and tactics used to drive more organic search results to a specific website or set of websites, as well as tactics to avoid to prevent penalization from Google. We hope this taste of SEO, will entice you to continue through the Specialization!","['42%started a new career after completing these courses', '41%got a tangible career benefit from this course', '19%got a pay increase or promotion']","['Beginner Level', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 20 hours to complete,business,Beginner
22,/learn/search-engine-optimization,Introduction to Search Engine Optimization,"University of California, Davis",Rebekah May ,4.6,2092,"Ever wonder how major search engines such as Google, Bing and Yahoo rank your website within their searches? Or how content such as videos or local listings are shown and ranked based on what the search engine considers most relevant to users? Welcome to the world of Search Engine Optimization (SEO). This course is the first within the SEO Specialization and it is intended to give you a taste of SEO with some fun practices to get seen in Google.You will be introduced to the foundational elements of how the most popular search engine, Google, works, how the SEO landscape is constantly changing and what you can expect in the future. You discuss core SEO strategies and tactics used to drive more organic search results to a specific website or set of websites, as well as tactics to avoid to prevent penalization from Google. We hope this taste of SEO, will entice you to continue through the Specialization!","['42%started a new career after completing these courses', '41%got a tangible career benefit from this course', '19%got a pay increase or promotion']","['Beginner Level', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 20 hours to complete,data-science,Beginner
23,/learn/search-engine-optimization,Introduction to Search Engine Optimization,"University of California, Davis",Rebekah May ,4.6,2092,"Ever wonder how major search engines such as Google, Bing and Yahoo rank your website within their searches? Or how content such as videos or local listings are shown and ranked based on what the search engine considers most relevant to users? Welcome to the world of Search Engine Optimization (SEO). This course is the first within the SEO Specialization and it is intended to give you a taste of SEO with some fun practices to get seen in Google.You will be introduced to the foundational elements of how the most popular search engine, Google, works, how the SEO landscape is constantly changing and what you can expect in the future. You discuss core SEO strategies and tactics used to drive more organic search results to a specific website or set of websites, as well as tactics to avoid to prevent penalization from Google. We hope this taste of SEO, will entice you to continue through the Specialization!","['42%started a new career after completing these courses', '41%got a tangible career benefit from this course', '19%got a pay increase or promotion']","['Beginner Level', 'Flexible deadlines', '100% online', 'English', 'Shareable Certificate']",Approx. 20 hours to complete,business,Beginner
24,/learn/sql-data-science,Databases and SQL for Data Science with Python,IBM,Rav Ahuja +2 more instructors,4.7,1513,"Much of the world's data resides in databases. SQL (or Structured Query Language) is a powerful language which is used for communicating with and extracting data from databases. A working knowledge of databases and SQL is a must if you want to become a data scientist.The purpose of this course is to introduce relational database concepts and help you learn and apply foundational knowledge of the SQL language. It is also intended to get you started with performing SQL access in a data science environment.  

The emphasis in this course is on hands-on and practical learning . As such, you will work with real databases, real data science tools, and real-world datasets. You will create a database instance in the cloud. Through a series of hands-on labs you will practice building and running SQL queries. You will also learn how to access databases from Jupyter notebooks using SQL and Python.

No prior knowledge of databases, SQL, Python, or programming is required.

Anyone can audit this course at no-charge. If you choose to take this course and earn the Coursera course certificate, you can also earn an IBM digital badge upon successful completion of the course.

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.","['38%started a new career after completing these courses', '33%got a tangible career benefit from this course']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 19 hours to complete,data-science,Beginner
25,/learn/data-analysis-with-python,Data Analysis with Python,IBM,Joseph Santarcangelo ,4.7,1921,"Learn how to analyze data using Python. This course will take you from the basics of Python to exploring many different types of data. You will learn how to prepare data for analysis, perform simple statistical analysis, create meaningful data visualizations, predict future trends from data, and more!Topics covered:

1) Importing Datasets
2) Cleaning the Data
3) Data frame manipulation
4) Summarizing the Data
5) Building machine learning Regression models
6) Building data pipelines

 Data Analysis with Python will be delivered through lecture, lab, and assignments. It includes following parts:

Data Analysis libraries: will learn to use Pandas, Numpy and Scipy libraries to work with a sample dataset. We will introduce you to pandas, an open-source library, and we will use it to load, manipulate, analyze, and visualize cool datasets. Then we will introduce you to another open-source library, scikit-learn, and we will use some of its machine learning algorithms to build smart models and make cool predictions.

If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge.  

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.","['27%got a tangible career benefit from this course', '25%started a new career after completing these courses', '12%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 25 hours to complete,data-science,Beginner
26,/learn/data-analysis-with-python,Data Analysis with Python,IBM,Joseph Santarcangelo ,4.7,1921,"Learn how to analyze data using Python. This course will take you from the basics of Python to exploring many different types of data. You will learn how to prepare data for analysis, perform simple statistical analysis, create meaningful data visualizations, predict future trends from data, and more!Topics covered:

1) Importing Datasets
2) Cleaning the Data
3) Data frame manipulation
4) Summarizing the Data
5) Building machine learning Regression models
6) Building data pipelines

 Data Analysis with Python will be delivered through lecture, lab, and assignments. It includes following parts:

Data Analysis libraries: will learn to use Pandas, Numpy and Scipy libraries to work with a sample dataset. We will introduce you to pandas, an open-source library, and we will use it to load, manipulate, analyze, and visualize cool datasets. Then we will introduce you to another open-source library, scikit-learn, and we will use some of its machine learning algorithms to build smart models and make cool predictions.

If you choose to take this course and earn the Coursera course certificate, you will also earn an IBM digital badge.  

LIMITED TIME OFFER: Subscription is only $39 USD per month for access to graded materials and a certificate.","['27%got a tangible career benefit from this course', '25%started a new career after completing these courses', '12%got a pay increase or promotion']","['English', '100% online', 'Flexible deadlines', 'Shareable Certificate']",Approx. 25 hours to complete,computer-science,Beginner
